id,user_id,tab_key,created_at
"683f6881-261e-453a-92fc-9c1e6a5043af","8f658b59-e72e-41d6-8cbc-c5788bbeb01a","sales","2026-01-02T17:18:11.416252+00:00"
"d07a2804-bc33-4a40-87d9-cfd236aa5481","8f658b59-e72e-41d6-8cbc-c5788bbeb01a","structure","2026-01-02T17:18:11.416252+00:00"
"c55088f5-8001-4fa2-a3d6-93cb3708a26e","b217396d-b250-41ea-aa10-2523b9d1d020","context","2026-02-12T19:28:13.890976+00:00"
"4d4cb6f4-6302-47ae-af65-7cab08c6a3b6","b217396d-b250-41ea-aa10-2523b9d1d020","goals","2026-02-12T19:28:13.890976+00:00"
"6bfd1bae-871c-4c69-bcd6-247047a44aee","b217396d-b250-41ea-aa10-2523b9d1d020","indicators","2026-02-12T19:28:13.890976+00:00"
"03436c32-2f7b-4052-9213-9cfed456c869","b217396d-b250-41ea-aa10-2523b9d1d020","marketing","2026-02-12T19:28:13.890976+00:00"
"69600c60-8134-4a37-8aad-bc54da34a3b5","b217396d-b250-41ea-aa10-2523b9d1d020","marketing_indicators","2026-02-12T19:28:26.573835+00:00"
"9a937fda-6f28-4fc1-b55f-157c5b5e75d6","b217396d-b250-41ea-aa10-2523b9d1d020","media","2026-02-12T19:28:13.890976+00:00"
"1f8fb57b-02a1-4ae4-87fe-8e5058490e58","b217396d-b250-41ea-aa10-2523b9d1d020","monthly","2026-02-12T19:28:13.890976+00:00"
"172d1fbf-7e3c-4c87-8b16-661e92f5c5af","b217396d-b250-41ea-aa10-2523b9d1d020","sales","2026-02-12T19:28:13.890976+00:00"
"ac564fec-cda3-4221-8a1f-bbb7f11fa63b","b217396d-b250-41ea-aa10-2523b9d1d020","structure","2026-02-12T19:28:13.890976+00:00"
"e6602a78-803e-4560-8e6d-facde6286913","cc1945c8-29dd-4fc5-bf28-32abcbec91dc","context","2026-01-03T18:35:02.664937+00:00"
"bf516603-6250-44df-a08d-0c7abab0ee66","cc1945c8-29dd-4fc5-bf28-32abcbec91dc","goals","2026-01-03T18:35:02.664937+00:00"
"fef5ea93-d3e5-4015-b7be-f3231575d7cb","cc1945c8-29dd-4fc5-bf28-32abcbec91dc","marketing","2026-01-03T18:35:02.664937+00:00"
"a5ec8f6f-0d9d-45cb-a61f-e159e66b8c74","cc1945c8-29dd-4fc5-bf28-32abcbec91dc","media","2026-01-03T18:35:02.664937+00:00"
"03bc4d0f-848c-44eb-8b99-9cf3368c6bf1","cc1945c8-29dd-4fc5-bf28-32abcbec91dc","monthly","2026-01-03T18:35:02.664937+00:00"
"52753cc4-27ea-4a58-82c5-b3c4973f318f","cc1945c8-29dd-4fc5-bf28-32abcbec91dc","sales","2026-01-03T18:35:02.664937+00:00"
"dffa90aa-1499-4e29-93ca-45532b63184d","cc1945c8-29dd-4fc5-bf28-32abcbec91dc","structure","2026-01-03T18:35:02.664937+00:00"
"c4b17779-ca6f-4fd2-b259-25c5d235eb7f","e291dc36-debd-429a-b55d-371f5a5b43d1","context","2026-02-12T12:56:40.354545+00:00"
"2bb48408-d0dd-4ed3-bef6-b4d985c43c1f","e291dc36-debd-429a-b55d-371f5a5b43d1","goals","2026-02-12T12:56:40.354545+00:00"
"c2ddbb45-f5b3-4d31-8045-ac04ead0671c","e291dc36-debd-429a-b55d-371f5a5b43d1","marketing","2026-02-12T12:56:40.354545+00:00"
"4df8927b-0154-4de8-bb04-1ffebd00058a","e291dc36-debd-429a-b55d-371f5a5b43d1","media","2026-02-12T12:56:40.354545+00:00"
"89047a6e-1630-4749-a3af-dc9c8a969d1c","e291dc36-debd-429a-b55d-371f5a5b43d1","monthly","2026-02-12T12:56:40.354545+00:00"
"1f57e61a-2c42-442f-9190-45d37d5ea974","e291dc36-debd-429a-b55d-371f5a5b43d1","sales","2026-02-12T12:56:40.354545+00:00"
"e07ed75d-7acc-44cd-9851-d12034efbd2c","e291dc36-debd-429a-b55d-371f5a5b43d1","structure","2026-02-12T12:56:40.354545+00:00"
